,cond,dist_newX,X,Y
0,0.7079680613064507,4.663345910964302,1.2338279002445587,4.49716174913529
1,0.6531869635124241,4.450636213543422,4.044327818597667,1.8578415435717783
2,0.4723317087028981,4.243723191638517,2.0109924436398923,3.7369902219398243
3,0.33681163867332886,4.138825413657988,3.638293112837779,1.9729924049064143
4,0.3529432826030664,4.018427687674304,2.338024826060479,3.2682412692138145
5,0.1743263529844321,3.96194207445572,3.0590638986541046,2.5177595328572666
6,0.10586192006643114,3.939116868833515,2.6801747434258925,2.886746447305462
7,0.043462196287744725,3.9338835493340407,2.8355206185149138,2.72676779387204
8,0.027707141878922092,3.931995069783153,2.7444177838552997,2.815804726265262
9,0.0216391516558313,3.930616818725903,2.8194050400411355,2.738741279464269
10,0.022409102307125783,3.9293695191495157,2.7462866355970403,2.8103121771722064
11,0.019910677209280747,3.92820097363877,2.8151347139209597,2.73966775937772
12,0.02098418111150424,3.9271068309242985,2.746860364388001,2.8065862181744046
13,0.018719629271391813,3.926073618872953,2.8114989189214272,2.7403517821100656
14,0.019768851861100667,3.925102324863346,2.747337333200198,2.8033133678295883
15,0.017671926940403093,3.9241813327488404,2.808282941704011,2.740938899652587
16,0.018692881687598195,3.9233127358408377,2.7477465091093523,2.800405675056435
17,0.016740096700739615,3.9224861670332833,2.805415324993977,2.741448993663095
18,0.017732684581711955,3.921704399336886,2.748101232828063,2.797803604599001
19,0.015905386212786476,3.920958100871013,2.8028409234268543,2.741896275709517
20,0.0168700328484922,3.9202504615662033,2.7484115339722623,2.7954601984893768
21,0.01515297964220974,3.919573022440625,2.8005158693316963,2.7422916591540134
22,0.016090410452317072,3.9189292142083607,2.7486851398715912,2.7933378220016376
23,0.014470985143586912,3.918311323304276,2.7984047838756565,2.742643668418547
24,0.015382098264924204,3.9177229020731685,2.7489280982240025,2.7914059268087787
25,0.01384973684522195,3.917156880344903,2.796478790436604,2.7429590590950568
26,0.014735521756787162,3.916616851170992,2.74914520804172,2.7896394361956216
27,0.01328129013731194,3.9160963048200217,2.7947140671109425,2.7432432542006264
28,0.014142775236556937,3.91559882014805,2.7493403246464663,2.788017557264958
29,0.012759049861009508,3.9151183794815663,2.7930907734621746,2.7435006572907605
30,0.013597268753402836,3.914658510502994,2.749516579640385,2.7865228928067607
31,0.012277491906098947,3.9142136305606243,2.7915922423091555,2.7437348812058944
32,0.013093461948491925,3.913787191647922,2.7496765422506155,2.7851407674485733
33,0.011831951697421794,3.913373998068338,2.7902043625801354,2.7439489178547314
34,0.012626660643212051,3.912977410337824,2.749822339477969,2.7838587096190808
35,0.011418461384570477,3.91259257883802,2.7889151021157623,2.7441452660471484
36,0.012192859419530189,3.9122227629577035,2.749955746801356,2.7826660485294683
37,0.011033623029298667,3.911863424113176,2.7877141344632057,2.7443260289966505
38,0.011788618404121265,3.9115177152434404,2.7500782575110665,2.7815535972237098
39,0.010674508763168,3.911181378540299,2.7865925439565364,2.74449298957134
40,0.01141096582255563,3.910857458217319,2.750191136311871,2.780513400839069
41,0.010338581402868141,3.9105419509446038,2.785542590437374,2.7446476690018105
42,0.011057320201078857,3.910237792070219,2.7502954611989594,2.7795385348367785
43,0.010023630759393165,3.909941209754806,2.7845575199085975,2.744791373139196
44,0.010725427711779645,3.909655031823661,2.750392156487804,2.7786229419254487
45,0.00972772211195716,3.909375697726274,2.783631410920592,2.7449252292383166
